ID,Durat   ,protocol,service,SrcIP,sourcemac,SrcPort,DstIP,destinationmac,DstPort,tos,Bytes  ,Packets ,count,dsthstsrvcount,Labels
744,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
745,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
746,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
747,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
748,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
749,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
750,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
751,0,UDP,,80.213.187.27,00:00:00:00:00:01,41033,147.32.84.59,,63550,,145,1,,,Background
752,0,ICMP,,147.32.84.59,00:00:00:00:00:01,7,80.213.187.27,,7,,173,1,,,Background
753,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
754,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
755,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
756,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
757,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
758,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
759,0,TCP,,81.137.228.245,00:00:00:00:00:01,54841,147.32.84.59,,43087,,116,2,,,Background
760,0,UDP,,24.233.248.195,00:00:00:00:00:01,53349,147.32.84.229,,13363,,135,2,,,Background
761,19.902,UDP,,147.32.85.26,00:00:00:00:00:01,63413,213.180.53.50,,54024,,312,3,,,Background
762,2.342,TCP,,81.44.73.196,00:00:00:00:00:01,1892,147.32.84.229,,13363,,740,5,,,Background
763,40.789,TCP,,147.32.84.170,00:00:00:00:00:01,54939,205.188.11.14,,443,,757,4,,,LEGITIMATE
764,0.024,TCP,,147.32.86.111,00:00:00:00:00:01,5859,209.85.149.141,,80,,162,3,,,LEGITIMATE
765,0.042,TCP,,147.32.86.111,00:00:00:00:00:01,5861,178.236.6.31,,80,,162,3,,,Background
766,45.387,TCP,,147.32.84.189,00:00:00:00:00:01,59933,140.211.11.131,,80,,264,4,,,Background
767,0.401,TCP,,82.233.113.204,00:00:00:00:00:01,1038,147.32.84.229,,13363,,166,3,,,Background
768,0.245,TCP,,147.32.84.59,00:00:00:00:00:01,49738,212.161.8.6,,12350,,172,3,,,Background
769,57.387,TCP,,147.32.84.229,00:00:00:00:00:01,443,195.26.133.165,,31839,,4409,36,,,Background
770,27.256,UDP,,82.229.180.187,00:00:00:00:00:01,25983,147.32.84.229,,13363,,262,4,,,Background
771,14.024,TCP,,147.32.86.186,00:00:00:00:00:01,5487,74.125.232.204,,443,,3910,15,,,LEGITIMATE
772,0,UDP,,61.245.163.41,00:00:00:00:00:01,11084,147.32.86.116,,19083,,135,2,,,Background
773,0,UDP,,95.42.185.104,00:00:00:00:00:01,36215,147.32.84.229,,13363,,241,2,,,Background
774,0.617,UDP,,184.61.57.109,00:00:00:00:00:01,62913,147.32.84.229,,13363,,680,4,,,Background
775,0.004,UDP,,147.32.87.33,00:00:00:00:00:01,123,89.187.142.55,,123,,180,2,,,Background
776,0,UDP,,91.75.243.156,00:00:00:00:00:01,28366,147.32.86.116,,19083,,137,2,,,Background
777,0,ICMP,,147.32.84.164,00:00:00:00:00:01,7,147.32.96.69,,7,,156,2,,,LEGITIMATE
778,0.556,UDP,,147.32.87.48,00:00:00:00:00:01,3525,147.32.87.115,,161,,3668,28,,,Background
779,0.001,UDP,,213.79.86.5,00:00:00:00:00:01,57494,147.32.84.229,,443,,128,2,,,Background
780,55.121,TCP,,147.32.85.8,00:00:00:00:00:01,48603,62.44.1.24,,80,,21096,72,,,Background
781,49.988,UDP,,213.220.224.198,00:00:00:00:00:01,63295,147.32.86.239,,161,,528,5,,,Background
782,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
783,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
784,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
785,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
786,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
787,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
788,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
789,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
790,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
791,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
792,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
793,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
794,0.001,ICMP,,147.32.84.164,00:00:00:00:00:01,7,147.32.96.69,,7,,78,1,,,LEGITIMATE
795,0,TCP,,147.32.86.69,00:00:00:00:00:01,37641,65.49.11.19,,80,,58,1,,,Background
796,0.001,UDP,,208.88.186.10,00:00:00:00:00:01,34026,147.32.84.229,,13363,,299,2,,,Background
797,0,UDP,,111.100.194.126,00:00:00:00:00:01,5401,147.32.84.229,,13363,,597,2,,,Background
798,45.012,TCP,,147.32.84.189,00:00:00:00:00:01,38457,195.113.232.90,,80,,264,4,,,Background
799,0,TCP,,147.32.84.130,00:00:00:00:00:01,48604,46.4.161.227,,5269,,108,2,,,Background
800,0.008,TCP,,147.32.85.26,00:00:00:00:00:01,65509,74.125.232.201,,80,,162,3,,,LEGITIMATE
801,0.008,TCP,,147.32.85.26,00:00:00:00:00:01,65510,74.125.232.201,,80,,162,3,,,LEGITIMATE
802,0.008,TCP,,147.32.85.26,00:00:00:00:00:01,65511,74.125.232.201,,80,,162,3,,,LEGITIMATE
803,0.008,TCP,,147.32.85.26,00:00:00:00:00:01,65512,74.125.232.200,,80,,162,3,,,LEGITIMATE
804,0.008,TCP,,147.32.85.26,00:00:00:00:00:01,65513,74.125.232.194,,80,,162,3,,,LEGITIMATE
805,0.009,TCP,,147.32.85.26,00:00:00:00:00:01,65514,74.125.232.201,,80,,162,3,,,LEGITIMATE
806,0.008,TCP,,147.32.85.26,00:00:00:00:00:01,65515,74.125.232.200,,80,,162,3,,,LEGITIMATE
807,0.008,TCP,,147.32.85.26,00:00:00:00:00:01,65516,74.125.232.200,,80,,162,3,,,LEGITIMATE
808,0.019,TCP,,147.32.85.26,00:00:00:00:00:01,65517,74.125.232.194,,80,,162,3,,,LEGITIMATE
809,0.019,TCP,,147.32.85.26,00:00:00:00:00:01,65518,74.125.232.199,,80,,162,3,,,LEGITIMATE
810,0.019,TCP,,147.32.85.26,00:00:00:00:00:01,65519,74.125.232.199,,80,,162,3,,,LEGITIMATE
811,0.008,TCP,,147.32.85.26,00:00:00:00:00:01,65520,74.125.232.194,,80,,162,3,,,LEGITIMATE
812,0.018,TCP,,147.32.85.26,00:00:00:00:00:01,65521,74.125.232.199,,80,,162,3,,,LEGITIMATE
813,0.018,TCP,,147.32.85.26,00:00:00:00:00:01,65522,74.125.232.194,,80,,162,3,,,LEGITIMATE
814,0.008,TCP,,147.32.85.26,00:00:00:00:00:01,65523,74.125.232.199,,80,,162,3,,,LEGITIMATE
815,0.008,TCP,,147.32.85.26,00:00:00:00:00:01,65524,74.125.232.200,,80,,162,3,,,LEGITIMATE
816,0.008,TCP,,147.32.85.7,00:00:00:00:00:01,46928,74.125.232.205,,80,,198,3,,,LEGITIMATE
817,0.5,UDP,,147.32.86.116,00:00:00:00:00:01,19083,125.225.96.44,,5578,,3183,6,,,Background
818,0,UDP,,66.57.252.57,00:00:00:00:00:01,52297,147.32.84.229,,13363,,136,2,,,Background
819,0.003,TCP,,147.32.85.124,00:00:00:00:00:01,50518,62.24.64.52,,8080,,922,5,,,Background
820,0,UDP,,79.100.114.83,00:00:00:00:00:01,4278,147.32.84.229,,13363,,237,2,,,Background
821,8.205,UDP,,186.176.180.66,00:00:00:00:00:01,21598,147.32.84.229,,13363,,1068,6,,,Background
822,0.008,TCP,,147.32.86.111,00:00:00:00:00:01,5634,74.125.232.199,,80,,162,3,,,LEGITIMATE
823,45.601,UDP,,147.32.96.69,00:00:00:00:00:01,46869,147.32.84.174,,5081,,6024,4,,,Background
824,45.6,UDP,,147.32.96.69,00:00:00:00:00:01,36154,147.32.84.181,,5000,,6024,4,,,Background
825,45.6,ICMP,,147.32.84.174,00:00:00:00:00:01,7,147.32.96.69,,7,,2360,4,,,Background
826,50.921,TCP,,147.32.85.8,00:00:00:00:00:01,39744,209.85.148.104,,80,,2225,7,,,LEGITIMATE
827,0,UDP,,79.47.82.12,00:00:00:00:00:01,54676,147.32.84.229,,13363,,249,2,,,Background
828,0,UDP,,79.173.80.63,00:00:00:00:00:01,24652,147.32.86.116,,19083,,135,2,,,Background
829,0.418,TCP,,147.32.84.118,00:00:00:00:00:01,2967,71.166.46.249,,6881,,1003,10,,,Background
830,0.001,UDP,,109.185.163.87,00:00:00:00:00:01,10233,147.32.86.116,,19083,,308,2,,,Background
831,0.001,UDP,,89.74.196.37,00:00:00:00:00:01,50782,147.32.84.229,,13363,,269,2,,,Background
832,0.567,UDP,,85.115.136.209,00:00:00:00:00:01,60271,147.32.84.229,,13363,,311,2,,,Background
833,0,UDP,,83.156.116.176,00:00:00:00:00:01,53136,147.32.86.116,,19083,,132,2,,,Background
834,0,UDP,,95.135.183.195,00:00:00:00:00:01,28323,147.32.86.116,,443,,128,2,,,Background
835,0.032,UDP,,147.32.84.59,00:00:00:00:00:01,52996,81.232.189.252,,24540,,574,2,,,Background
836,41.383,TCP,,131.111.185.5,00:00:00:00:00:01,54216,147.32.84.229,,13363,,1837,25,,,Background
837,0,UDP,,88.212.46.137,00:00:00:00:00:01,14621,147.32.84.229,,13363,,214,2,,,Background
838,0.009,TCP,,147.32.85.26,00:00:00:00:00:01,65459,74.125.232.200,,80,,162,3,,,LEGITIMATE
839,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
840,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
841,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
